ledger_entry_id,account_code,accounting_date,currency,signed_amount,source_reference,source_type,description,entry_origin
led_PAY_0171,2100-PAYMENTS-CLEARING,2026-03-05,INR,9763.02,pay_DEMO_0171,PAYMENT,Payment captured pay_DEMO_0171,IMPORTED
led_PAY_0172,2100-PAYMENTS-CLEARING,2026-03-05,INR,14157.80,pay_DEMO_0172,PAYMENT,Payment captured pay_DEMO_0172,IMPORTED
led_PAY_0173,2100-PAYMENTS-CLEARING,2026-03-05,INR,780.14,pay_DEMO_0173,PAYMENT,Payment captured pay_DEMO_0173,IMPORTED
led_PAY_0174,2100-PAYMENTS-CLEARING,2026-03-05,INR,9763.02,pay_DEMO_0174,PAYMENT,Payment captured pay_DEMO_0174,IMPORTED
led_PAY_0175,2100-PAYMENTS-CLEARING,2026-03-05,INR,4881.02,pay_DEMO_0175,PAYMENT,Payment captured pay_DEMO_0175,IMPORTED
led_PAY_0176,2100-PAYMENTS-CLEARING,2026-03-05,INR,24409.02,pay_DEMO_0176,PAYMENT,Payment captured pay_DEMO_0176,IMPORTED
led_PAY_0177,2100-PAYMENTS-CLEARING,2026-03-05,INR,1463.62,pay_DEMO_0177,PAYMENT,Payment captured pay_DEMO_0177,IMPORTED
led_PAY_0178,2100-PAYMENTS-CLEARING,2026-03-05,INR,24409.02,pay_DEMO_0178,PAYMENT,Payment captured pay_DEMO_0178,IMPORTED
led_PAY_0179,2100-PAYMENTS-CLEARING,2026-03-05,INR,9763.02,pay_DEMO_0179,PAYMENT,Payment captured pay_DEMO_0179,IMPORTED
led_PAY_0180,2100-PAYMENTS-CLEARING,2026-03-05,INR,1951.82,pay_DEMO_0180,PAYMENT,Payment captured pay_DEMO_0180,IMPORTED
led_PAY_0181,2100-PAYMENTS-CLEARING,2026-03-05,INR,780.14,pay_DEMO_0181,PAYMENT,Payment captured pay_DEMO_0181,IMPORTED
led_PAY_0182,2100-PAYMENTS-CLEARING,2026-03-05,INR,1463.62,pay_DEMO_0182,PAYMENT,Payment captured pay_DEMO_0182,IMPORTED
led_PAY_0183,2100-PAYMENTS-CLEARING,2026-03-05,INR,2440.02,pay_DEMO_0183,PAYMENT,Payment captured pay_DEMO_0183,IMPORTED
led_PAY_0184,2100-PAYMENTS-CLEARING,2026-03-05,INR,975.42,pay_DEMO_0184,PAYMENT,Payment captured pay_DEMO_0184,IMPORTED
led_PAY_0185,2100-PAYMENTS-CLEARING,2026-03-05,INR,3416.42,pay_DEMO_0185,PAYMENT,Payment captured pay_DEMO_0185,IMPORTED
led_PAY_0186,2100-PAYMENTS-CLEARING,2026-03-05,INR,487.22,pay_DEMO_0186,PAYMENT,Payment captured pay_DEMO_0186,IMPORTED
led_PAY_0187,2100-PAYMENTS-CLEARING,2026-03-05,INR,14157.80,pay_DEMO_0187,PAYMENT,Payment captured pay_DEMO_0187,IMPORTED
led_PAY_0188,2100-PAYMENTS-CLEARING,2026-03-05,INR,14157.80,pay_DEMO_0188,PAYMENT,Payment captured pay_DEMO_0188,IMPORTED
led_PAY_0189,2100-PAYMENTS-CLEARING,2026-03-05,INR,1463.62,pay_DEMO_0189,PAYMENT,Payment captured pay_DEMO_0189,IMPORTED
led_PAY_0190,2100-PAYMENTS-CLEARING,2026-03-05,INR,4881.02,pay_DEMO_0190,PAYMENT,Payment captured pay_DEMO_0190,IMPORTED
led_PAY_0191,2100-PAYMENTS-CLEARING,2026-03-06,INR,24409.02,pay_DEMO_0191,PAYMENT,Payment captured pay_DEMO_0191,IMPORTED
led_PAY_0192,2100-PAYMENTS-CLEARING,2026-03-06,INR,975.42,pay_DEMO_0192,PAYMENT,Payment captured pay_DEMO_0192,IMPORTED
led_PAY_0193,2100-PAYMENTS-CLEARING,2026-03-06,INR,4881.02,pay_DEMO_0193,PAYMENT,Payment captured pay_DEMO_0193,IMPORTED
led_PAY_0194,2100-PAYMENTS-CLEARING,2026-03-06,INR,780.14,pay_DEMO_0194,PAYMENT,Payment captured pay_DEMO_0194,IMPORTED
led_PAY_0195,2100-PAYMENTS-CLEARING,2026-03-06,INR,9763.02,pay_DEMO_0195,PAYMENT,Payment captured pay_DEMO_0195,IMPORTED
led_PAY_0196,2100-PAYMENTS-CLEARING,2026-03-06,INR,1463.62,pay_DEMO_0196,PAYMENT,Payment captured pay_DEMO_0196,IMPORTED
led_PAY_0197,2100-PAYMENTS-CLEARING,2026-03-06,INR,9763.02,pay_DEMO_0197,PAYMENT,Payment captured pay_DEMO_0197,IMPORTED
led_PAY_0198,2100-PAYMENTS-CLEARING,2026-03-06,INR,4881.02,pay_DEMO_0198,PAYMENT,Payment captured pay_DEMO_0198,IMPORTED
led_PAY_0199,2100-PAYMENTS-CLEARING,2026-03-06,INR,7323.00,pay_DEMO_0199,PAYMENT,Payment captured pay_DEMO_0199,IMPORTED
led_PAY_0200,2100-PAYMENTS-CLEARING,2026-03-06,INR,1220.50,pay_DEMO_0200,PAYMENT,Payment captured pay_DEMO_0200,IMPORTED
led_PAY_0201,2100-PAYMENTS-CLEARING,2026-03-06,INR,975.42,pay_DEMO_0201,PAYMENT,Payment captured pay_DEMO_0201,IMPORTED
led_PAY_0202,2100-PAYMENTS-CLEARING,2026-03-06,INR,1951.82,pay_DEMO_0202,PAYMENT,Payment captured pay_DEMO_0202,IMPORTED
led_PAY_0203,2100-PAYMENTS-CLEARING,2026-03-06,INR,24409.02,pay_DEMO_0203,PAYMENT,Payment captured pay_DEMO_0203,IMPORTED
led_PAY_0204,2100-PAYMENTS-CLEARING,2026-03-06,INR,975.42,pay_DEMO_0204,PAYMENT,Payment captured pay_DEMO_0204,IMPORTED
led_PAY_0205,2100-PAYMENTS-CLEARING,2026-03-06,INR,4881.02,pay_DEMO_0205,PAYMENT,Payment captured pay_DEMO_0205,IMPORTED
led_PAY_0206,2100-PAYMENTS-CLEARING,2026-03-06,INR,24409.02,pay_DEMO_0206,PAYMENT,Payment captured pay_DEMO_0206,IMPORTED
led_PAY_0207,2100-PAYMENTS-CLEARING,2026-03-06,INR,4881.02,pay_DEMO_0207,PAYMENT,Payment captured pay_DEMO_0207,IMPORTED
led_PAY_0208,2100-PAYMENTS-CLEARING,2026-03-06,INR,487.22,pay_DEMO_0208,PAYMENT,Payment captured pay_DEMO_0208,IMPORTED
led_PAY_0209,2100-PAYMENTS-CLEARING,2026-03-06,INR,7323.00,pay_DEMO_0209,PAYMENT,Payment captured pay_DEMO_0209,IMPORTED
led_PAY_0210,2100-PAYMENTS-CLEARING,2026-03-06,INR,1951.82,pay_DEMO_0210,PAYMENT,Payment captured pay_DEMO_0210,IMPORTED
led_PAY_0211,2100-PAYMENTS-CLEARING,2026-03-06,INR,3416.42,pay_DEMO_0211,PAYMENT,Payment captured pay_DEMO_0211,IMPORTED
led_PAY_0212,2100-PAYMENTS-CLEARING,2026-03-06,INR,487.22,pay_DEMO_0212,PAYMENT,Payment captured pay_DEMO_0212,IMPORTED
led_PAY_0213,2100-PAYMENTS-CLEARING,2026-03-06,INR,780.14,pay_DEMO_0213,PAYMENT,Payment captured pay_DEMO_0213,IMPORTED
led_PAY_0214,2100-PAYMENTS-CLEARING,2026-03-06,INR,1951.82,pay_DEMO_0214,PAYMENT,Payment captured pay_DEMO_0214,IMPORTED
led_PAY_0215,2100-PAYMENTS-CLEARING,2026-03-06,INR,24409.02,pay_DEMO_0215,PAYMENT,Payment captured pay_DEMO_0215,IMPORTED
led_PAY_0216,2100-PAYMENTS-CLEARING,2026-03-06,INR,1463.62,pay_DEMO_0216,PAYMENT,Payment captured pay_DEMO_0216,IMPORTED
led_PAY_0217,2100-PAYMENTS-CLEARING,2026-03-06,INR,1220.50,pay_DEMO_0217,PAYMENT,Payment captured pay_DEMO_0217,IMPORTED
led_PAY_0218,2100-PAYMENTS-CLEARING,2026-03-06,INR,487.22,pay_DEMO_0218,PAYMENT,Payment captured pay_DEMO_0218,IMPORTED
led_PAY_0219,2100-PAYMENTS-CLEARING,2026-03-06,INR,1220.50,pay_DEMO_0219,PAYMENT,Payment captured pay_DEMO_0219,IMPORTED
led_PAY_0220,2100-PAYMENTS-CLEARING,2026-03-06,INR,7323.00,pay_DEMO_0220,PAYMENT,Payment captured pay_DEMO_0220,IMPORTED
led_PAY_0221,2100-PAYMENTS-CLEARING,2026-03-06,INR,780.14,pay_DEMO_0221,PAYMENT,Payment captured pay_DEMO_0221,IMPORTED
led_PAY_0222,2100-PAYMENTS-CLEARING,2026-03-06,INR,780.14,pay_DEMO_0222,PAYMENT,Payment captured pay_DEMO_0222,IMPORTED
led_PAY_0223,2100-PAYMENTS-CLEARING,2026-03-06,INR,14157.80,pay_DEMO_0223,PAYMENT,Payment captured pay_DEMO_0223,IMPORTED
led_PAY_0224,2100-PAYMENTS-CLEARING,2026-03-06,INR,3416.42,pay_DEMO_0224,PAYMENT,Payment captured pay_DEMO_0224,IMPORTED
led_PAY_0225,2100-PAYMENTS-CLEARING,2026-03-06,INR,780.14,pay_DEMO_0225,PAYMENT,Payment captured pay_DEMO_0225,IMPORTED
led_PAY_0226,2100-PAYMENTS-CLEARING,2026-03-06,INR,24409.02,pay_DEMO_0226,PAYMENT,Payment captured pay_DEMO_0226,IMPORTED
led_PAY_0227,2100-PAYMENTS-CLEARING,2026-03-06,INR,4881.02,pay_DEMO_0227,PAYMENT,Payment captured pay_DEMO_0227,IMPORTED
led_PAY_0228,2100-PAYMENTS-CLEARING,2026-03-06,INR,24409.02,pay_DEMO_0228,PAYMENT,Payment captured pay_DEMO_0228,IMPORTED
led_PAY_0229,2100-PAYMENTS-CLEARING,2026-03-06,INR,975.42,pay_DEMO_0229,PAYMENT,Payment captured pay_DEMO_0229,IMPORTED
led_PAY_0230,2100-PAYMENTS-CLEARING,2026-03-06,INR,975.42,pay_DEMO_0230,PAYMENT,Payment captured pay_DEMO_0230,IMPORTED
led_PAY_0231,2100-PAYMENTS-CLEARING,2026-03-06,INR,9763.02,pay_DEMO_0231,PAYMENT,Payment captured pay_DEMO_0231,IMPORTED
led_PAY_0232,2100-PAYMENTS-CLEARING,2026-03-07,INR,3416.42,pay_DEMO_0232,PAYMENT,Payment captured pay_DEMO_0232,IMPORTED
led_PAY_0233,2100-PAYMENTS-CLEARING,2026-03-07,INR,4881.02,pay_DEMO_0233,PAYMENT,Payment captured pay_DEMO_0233,IMPORTED
led_PAY_0234,2100-PAYMENTS-CLEARING,2026-03-07,INR,975.42,pay_DEMO_0234,PAYMENT,Payment captured pay_DEMO_0234,IMPORTED
led_PAY_0235,2100-PAYMENTS-CLEARING,2026-03-07,INR,1463.62,pay_DEMO_0235,PAYMENT,Payment captured pay_DEMO_0235,IMPORTED
led_PAY_0236,2100-PAYMENTS-CLEARING,2026-03-07,INR,4881.02,pay_DEMO_0236,PAYMENT,Payment captured pay_DEMO_0236,IMPORTED
led_PAY_0237,2100-PAYMENTS-CLEARING,2026-03-07,INR,7323.00,pay_DEMO_0237,PAYMENT,Payment captured pay_DEMO_0237,IMPORTED
led_PAY_0238,2100-PAYMENTS-CLEARING,2026-03-07,INR,2440.02,pay_DEMO_0238,PAYMENT,Payment captured pay_DEMO_0238,IMPORTED
led_PAY_0239,2100-PAYMENTS-CLEARING,2026-03-07,INR,1220.50,pay_DEMO_0239,PAYMENT,Payment captured pay_DEMO_0239,IMPORTED
led_PAY_0240,2100-PAYMENTS-CLEARING,2026-03-07,INR,4881.02,pay_DEMO_0240,PAYMENT,Payment captured pay_DEMO_0240,IMPORTED
led_PAY_0241,2100-PAYMENTS-CLEARING,2026-03-07,INR,24409.02,pay_DEMO_0241,PAYMENT,Payment captured pay_DEMO_0241,IMPORTED
led_PAY_0242,2100-PAYMENTS-CLEARING,2026-03-07,INR,14157.80,pay_DEMO_0242,PAYMENT,Payment captured pay_DEMO_0242,IMPORTED
led_PAY_0243,2100-PAYMENTS-CLEARING,2026-03-07,INR,14157.80,pay_DEMO_0243,PAYMENT,Payment captured pay_DEMO_0243,IMPORTED
led_PAY_0244,2100-PAYMENTS-CLEARING,2026-03-07,INR,1220.50,pay_DEMO_0244,PAYMENT,Payment captured pay_DEMO_0244,IMPORTED
led_PAY_0245,2100-PAYMENTS-CLEARING,2026-03-07,INR,14157.80,pay_DEMO_0245,PAYMENT,Payment captured pay_DEMO_0245,IMPORTED
led_PAY_0246,2100-PAYMENTS-CLEARING,2026-03-07,INR,1463.62,pay_DEMO_0246,PAYMENT,Payment captured pay_DEMO_0246,IMPORTED
led_PAY_0247,2100-PAYMENTS-CLEARING,2026-03-07,INR,2440.02,pay_DEMO_0247,PAYMENT,Payment captured pay_DEMO_0247,IMPORTED
led_PAY_0248,2100-PAYMENTS-CLEARING,2026-03-07,INR,9763.02,pay_DEMO_0248,PAYMENT,Payment captured pay_DEMO_0248,IMPORTED
led_PAY_0249,2100-PAYMENTS-CLEARING,2026-03-07,INR,9763.02,pay_DEMO_0249,PAYMENT,Payment captured pay_DEMO_0249,IMPORTED
led_PAY_0250,2100-PAYMENTS-CLEARING,2026-03-07,INR,1951.82,pay_DEMO_0250,PAYMENT,Payment captured pay_DEMO_0250,IMPORTED
led_PAY_0251,2100-PAYMENTS-CLEARING,2026-03-07,INR,3416.42,pay_DEMO_0251,PAYMENT,Payment captured pay_DEMO_0251,IMPORTED
led_PAY_0252,2100-PAYMENTS-CLEARING,2026-03-07,INR,4881.02,pay_DEMO_0252,PAYMENT,Payment captured pay_DEMO_0252,IMPORTED
led_PAY_0253,2100-PAYMENTS-CLEARING,2026-03-07,INR,3416.42,pay_DEMO_0253,PAYMENT,Payment captured pay_DEMO_0253,IMPORTED
led_PAY_0254,2100-PAYMENTS-CLEARING,2026-03-07,INR,780.14,pay_DEMO_0254,PAYMENT,Payment captured pay_DEMO_0254,IMPORTED
led_PAY_0255,2100-PAYMENTS-CLEARING,2026-03-07,INR,1220.50,pay_DEMO_0255,PAYMENT,Payment captured pay_DEMO_0255,IMPORTED
led_PAY_0256,2100-PAYMENTS-CLEARING,2026-03-07,INR,1220.50,pay_DEMO_0256,PAYMENT,Payment captured pay_DEMO_0256,IMPORTED
led_PAY_0257,2100-PAYMENTS-CLEARING,2026-03-07,INR,780.14,pay_DEMO_0257,PAYMENT,Payment captured pay_DEMO_0257,IMPORTED
led_PAY_0258,2100-PAYMENTS-CLEARING,2026-03-07,INR,1951.82,pay_DEMO_0258,PAYMENT,Payment captured pay_DEMO_0258,IMPORTED
led_PAY_0259,2100-PAYMENTS-CLEARING,2026-03-07,INR,487.22,pay_DEMO_0259,PAYMENT,Payment captured pay_DEMO_0259,IMPORTED
led_PAY_0260,2100-PAYMENTS-CLEARING,2026-03-07,INR,7323.00,pay_DEMO_0260,PAYMENT,Payment captured pay_DEMO_0260,IMPORTED
led_PAY_0261,2100-PAYMENTS-CLEARING,2026-03-07,INR,4881.02,pay_DEMO_0261,PAYMENT,Payment captured pay_DEMO_0261,IMPORTED
led_PAY_0262,2100-PAYMENTS-CLEARING,2026-03-07,INR,1220.50,pay_DEMO_0262,PAYMENT,Payment captured pay_DEMO_0262,IMPORTED
led_PAY_0263,2100-PAYMENTS-CLEARING,2026-03-07,INR,7323.00,pay_DEMO_0263,PAYMENT,Payment captured pay_DEMO_0263,IMPORTED
led_PAY_0264,2100-PAYMENTS-CLEARING,2026-03-07,INR,1220.50,pay_DEMO_0264,PAYMENT,Payment captured pay_DEMO_0264,IMPORTED
led_PAY_0265,2100-PAYMENTS-CLEARING,2026-03-07,INR,487.22,pay_DEMO_0265,PAYMENT,Payment captured pay_DEMO_0265,IMPORTED
led_PAY_0266,2100-PAYMENTS-CLEARING,2026-03-07,INR,780.14,pay_DEMO_0266,PAYMENT,Payment captured pay_DEMO_0266,IMPORTED
led_PAY_0267,2100-PAYMENTS-CLEARING,2026-03-07,INR,14157.80,pay_DEMO_0267,PAYMENT,Payment captured pay_DEMO_0267,IMPORTED
led_PAY_0268,2100-PAYMENTS-CLEARING,2026-03-07,INR,9763.02,pay_DEMO_0268,PAYMENT,Payment captured pay_DEMO_0268,IMPORTED
led_PAY_0269,2100-PAYMENTS-CLEARING,2026-03-07,INR,487.22,pay_DEMO_0269,PAYMENT,Payment captured pay_DEMO_0269,IMPORTED
led_PAY_0270,2100-PAYMENTS-CLEARING,2026-03-07,INR,1220.50,pay_DEMO_0270,PAYMENT,Payment captured pay_DEMO_0270,IMPORTED
led_PAY_0271,2100-PAYMENTS-CLEARING,2026-03-07,INR,780.14,pay_DEMO_0271,PAYMENT,Payment captured pay_DEMO_0271,IMPORTED
led_PAY_0272,2100-PAYMENTS-CLEARING,2026-03-07,INR,487.22,pay_DEMO_0272,PAYMENT,Payment captured pay_DEMO_0272,IMPORTED
led_PAY_0273,2100-PAYMENTS-CLEARING,2026-03-08,INR,1951.82,pay_DEMO_0273,PAYMENT,Payment captured pay_DEMO_0273,IMPORTED
led_PAY_0274,2100-PAYMENTS-CLEARING,2026-03-08,INR,780.14,pay_DEMO_0274,PAYMENT,Payment captured pay_DEMO_0274,IMPORTED
led_PAY_0275,2100-PAYMENTS-CLEARING,2026-03-08,INR,4881.02,pay_DEMO_0275,PAYMENT,Payment captured pay_DEMO_0275,IMPORTED
led_PAY_0276,2100-PAYMENTS-CLEARING,2026-03-08,INR,1220.50,pay_DEMO_0276,PAYMENT,Payment captured pay_DEMO_0276,IMPORTED
led_PAY_0277,2100-PAYMENTS-CLEARING,2026-03-08,INR,1463.62,pay_DEMO_0277,PAYMENT,Payment captured pay_DEMO_0277,IMPORTED
led_PAY_0278,2100-PAYMENTS-CLEARING,2026-03-08,INR,9763.02,pay_DEMO_0278,PAYMENT,Payment captured pay_DEMO_0278,IMPORTED
led_PAY_0279,2100-PAYMENTS-CLEARING,2026-03-08,INR,3416.42,pay_DEMO_0279,PAYMENT,Payment captured pay_DEMO_0279,IMPORTED
led_PAY_0280,2100-PAYMENTS-CLEARING,2026-03-08,INR,1220.50,pay_DEMO_0280,PAYMENT,Payment captured pay_DEMO_0280,IMPORTED
led_PAY_0281,2100-PAYMENTS-CLEARING,2026-03-08,INR,4881.02,pay_DEMO_0281,PAYMENT,Payment captured pay_DEMO_0281,IMPORTED
led_PAY_0282,2100-PAYMENTS-CLEARING,2026-03-08,INR,975.42,pay_DEMO_0282,PAYMENT,Payment captured pay_DEMO_0282,IMPORTED
led_PAY_0283,2100-PAYMENTS-CLEARING,2026-03-08,INR,14157.80,pay_DEMO_0283,PAYMENT,Payment captured pay_DEMO_0283,IMPORTED
led_PAY_0284,2100-PAYMENTS-CLEARING,2026-03-08,INR,7323.00,pay_DEMO_0284,PAYMENT,Payment captured pay_DEMO_0284,IMPORTED
led_PAY_0285,2100-PAYMENTS-CLEARING,2026-03-08,INR,7323.00,pay_DEMO_0285,PAYMENT,Payment captured pay_DEMO_0285,IMPORTED
led_PAY_0286,2100-PAYMENTS-CLEARING,2026-03-08,INR,3416.42,pay_DEMO_0286,PAYMENT,Payment captured pay_DEMO_0286,IMPORTED
led_PAY_0287,2100-PAYMENTS-CLEARING,2026-03-08,INR,1220.50,pay_DEMO_0287,PAYMENT,Payment captured pay_DEMO_0287,IMPORTED
led_PAY_0288,2100-PAYMENTS-CLEARING,2026-03-08,INR,24409.02,pay_DEMO_0288,PAYMENT,Payment captured pay_DEMO_0288,IMPORTED
led_PAY_0289,2100-PAYMENTS-CLEARING,2026-03-08,INR,3416.42,pay_DEMO_0289,PAYMENT,Payment captured pay_DEMO_0289,IMPORTED
led_PAY_0290,2100-PAYMENTS-CLEARING,2026-03-08,INR,24409.02,pay_DEMO_0290,PAYMENT,Payment captured pay_DEMO_0290,IMPORTED
led_PAY_0291,2100-PAYMENTS-CLEARING,2026-03-08,INR,2440.02,pay_DEMO_0291,PAYMENT,Payment captured pay_DEMO_0291,IMPORTED
led_PAY_0292,2100-PAYMENTS-CLEARING,2026-03-08,INR,1220.50,pay_DEMO_0292,PAYMENT,Payment captured pay_DEMO_0292,IMPORTED
led_PAY_0293,2100-PAYMENTS-CLEARING,2026-03-08,INR,780.14,pay_DEMO_0293,PAYMENT,Payment captured pay_DEMO_0293,IMPORTED
led_PAY_0294,2100-PAYMENTS-CLEARING,2026-03-08,INR,780.14,pay_DEMO_0294,PAYMENT,Payment captured pay_DEMO_0294,IMPORTED
led_PAY_0295,2100-PAYMENTS-CLEARING,2026-03-08,INR,9763.02,pay_DEMO_0295,PAYMENT,Payment captured pay_DEMO_0295,IMPORTED
led_PAY_0296,2100-PAYMENTS-CLEARING,2026-03-08,INR,2440.02,pay_DEMO_0296,PAYMENT,Payment captured pay_DEMO_0296,IMPORTED
led_PAY_0297,2100-PAYMENTS-CLEARING,2026-03-08,INR,1951.82,pay_DEMO_0297,PAYMENT,Payment captured pay_DEMO_0297,IMPORTED
led_PAY_0298,2100-PAYMENTS-CLEARING,2026-03-08,INR,2440.02,pay_DEMO_0298,PAYMENT,Payment captured pay_DEMO_0298,IMPORTED
led_PAY_0299,2100-PAYMENTS-CLEARING,2026-03-08,INR,2440.02,pay_DEMO_0299,PAYMENT,Payment captured pay_DEMO_0299,IMPORTED
led_PAY_0300,2100-PAYMENTS-CLEARING,2026-03-08,INR,3416.42,pay_DEMO_0300,PAYMENT,Payment captured pay_DEMO_0300,IMPORTED
led_PAY_0301,2100-PAYMENTS-CLEARING,2026-03-08,INR,14157.80,pay_DEMO_0301,PAYMENT,Payment captured pay_DEMO_0301,IMPORTED
led_PAY_0302,2100-PAYMENTS-CLEARING,2026-03-08,INR,487.22,pay_DEMO_0302,PAYMENT,Payment captured pay_DEMO_0302,IMPORTED
led_PAY_0303,2100-PAYMENTS-CLEARING,2026-03-08,INR,9763.02,pay_DEMO_0303,PAYMENT,Payment captured pay_DEMO_0303,IMPORTED
led_PAY_0304,2100-PAYMENTS-CLEARING,2026-03-08,INR,9763.02,pay_DEMO_0304,PAYMENT,Payment captured pay_DEMO_0304,IMPORTED
led_PAY_0305,2100-PAYMENTS-CLEARING,2026-03-08,INR,9763.02,pay_DEMO_0305,PAYMENT,Payment captured pay_DEMO_0305,IMPORTED
led_PAY_0306,2100-PAYMENTS-CLEARING,2026-03-08,INR,780.14,pay_DEMO_0306,PAYMENT,Payment captured pay_DEMO_0306,IMPORTED
led_PAY_0307,2100-PAYMENTS-CLEARING,2026-03-08,INR,487.22,pay_DEMO_0307,PAYMENT,Payment captured pay_DEMO_0307,IMPORTED
led_PAY_0308,2100-PAYMENTS-CLEARING,2026-03-08,INR,2440.02,pay_DEMO_0308,PAYMENT,Payment captured pay_DEMO_0308,IMPORTED
led_PAY_0309,2100-PAYMENTS-CLEARING,2026-03-08,INR,14157.80,pay_DEMO_0309,PAYMENT,Payment captured pay_DEMO_0309,IMPORTED
led_PAY_0310,2100-PAYMENTS-CLEARING,2026-03-08,INR,1951.82,pay_DEMO_0310,PAYMENT,Payment captured pay_DEMO_0310,IMPORTED
led_PAY_0311,2100-PAYMENTS-CLEARING,2026-03-08,INR,24409.02,pay_DEMO_0311,PAYMENT,Payment captured pay_DEMO_0311,IMPORTED
led_PAY_0312,2100-PAYMENTS-CLEARING,2026-03-08,INR,780.14,pay_DEMO_0312,PAYMENT,Payment captured pay_DEMO_0312,IMPORTED
led_PAY_0313,2100-PAYMENTS-CLEARING,2026-03-08,INR,1220.50,pay_DEMO_0313,PAYMENT,Payment captured pay_DEMO_0313,IMPORTED
led_PAY_0314,2100-PAYMENTS-CLEARING,2026-03-09,INR,1220.50,pay_DEMO_0314,PAYMENT,Payment captured pay_DEMO_0314,IMPORTED
led_PAY_0315,2100-PAYMENTS-CLEARING,2026-03-09,INR,1220.50,pay_DEMO_0315,PAYMENT,Payment captured pay_DEMO_0315,IMPORTED
led_PAY_0316,2100-PAYMENTS-CLEARING,2026-03-09,INR,4881.02,pay_DEMO_0316,PAYMENT,Payment captured pay_DEMO_0316,IMPORTED
led_PAY_0317,2100-PAYMENTS-CLEARING,2026-03-09,INR,3416.42,pay_DEMO_0317,PAYMENT,Payment captured pay_DEMO_0317,IMPORTED
led_PAY_0318,2100-PAYMENTS-CLEARING,2026-03-09,INR,975.42,pay_DEMO_0318,PAYMENT,Payment captured pay_DEMO_0318,IMPORTED
led_PAY_0319,2100-PAYMENTS-CLEARING,2026-03-09,INR,2440.02,pay_DEMO_0319,PAYMENT,Payment captured pay_DEMO_0319,IMPORTED
led_PAY_0320,2100-PAYMENTS-CLEARING,2026-03-09,INR,975.42,pay_DEMO_0320,PAYMENT,Payment captured pay_DEMO_0320,IMPORTED
led_PAY_0321,2100-PAYMENTS-CLEARING,2026-03-09,INR,1463.62,pay_DEMO_0321,PAYMENT,Payment captured pay_DEMO_0321,IMPORTED
led_PAY_0322,2100-PAYMENTS-CLEARING,2026-03-09,INR,3416.42,pay_DEMO_0322,PAYMENT,Payment captured pay_DEMO_0322,IMPORTED
led_PAY_0323,2100-PAYMENTS-CLEARING,2026-03-09,INR,1220.50,pay_DEMO_0323,PAYMENT,Payment captured pay_DEMO_0323,IMPORTED
led_PAY_0324,2100-PAYMENTS-CLEARING,2026-03-09,INR,780.14,pay_DEMO_0324,PAYMENT,Payment captured pay_DEMO_0324,IMPORTED
led_PAY_0325,2100-PAYMENTS-CLEARING,2026-03-09,INR,3416.42,pay_DEMO_0325,PAYMENT,Payment captured pay_DEMO_0325,IMPORTED
led_PAY_0326,2100-PAYMENTS-CLEARING,2026-03-09,INR,24409.02,pay_DEMO_0326,PAYMENT,Payment captured pay_DEMO_0326,IMPORTED
led_PAY_0327,2100-PAYMENTS-CLEARING,2026-03-09,INR,4881.02,pay_DEMO_0327,PAYMENT,Payment captured pay_DEMO_0327,IMPORTED
led_PAY_0328,2100-PAYMENTS-CLEARING,2026-03-09,INR,780.14,pay_DEMO_0328,PAYMENT,Payment captured pay_DEMO_0328,IMPORTED
led_PAY_0329,2100-PAYMENTS-CLEARING,2026-03-09,INR,487.22,pay_DEMO_0329,PAYMENT,Payment captured pay_DEMO_0329,IMPORTED
led_PAY_0330,2100-PAYMENTS-CLEARING,2026-03-09,INR,9763.02,pay_DEMO_0330,PAYMENT,Payment captured pay_DEMO_0330,IMPORTED
led_PAY_0331,2100-PAYMENTS-CLEARING,2026-03-09,INR,4881.02,pay_DEMO_0331,PAYMENT,Payment captured pay_DEMO_0331,IMPORTED
led_PAY_0332,2100-PAYMENTS-CLEARING,2026-03-09,INR,487.22,pay_DEMO_0332,PAYMENT,Payment captured pay_DEMO_0332,IMPORTED
led_PAY_0333,2100-PAYMENTS-CLEARING,2026-03-09,INR,780.14,pay_DEMO_0333,PAYMENT,Payment captured pay_DEMO_0333,IMPORTED
led_PAY_0334,2100-PAYMENTS-CLEARING,2026-03-09,INR,24409.02,pay_DEMO_0334,PAYMENT,Payment captured pay_DEMO_0334,IMPORTED
led_PAY_0335,2100-PAYMENTS-CLEARING,2026-03-09,INR,1220.50,pay_DEMO_0335,PAYMENT,Payment captured pay_DEMO_0335,IMPORTED
led_PAY_0336,2100-PAYMENTS-CLEARING,2026-03-09,INR,975.42,pay_DEMO_0336,PAYMENT,Payment captured pay_DEMO_0336,IMPORTED
led_PAY_0337,2100-PAYMENTS-CLEARING,2026-03-09,INR,2440.02,pay_DEMO_0337,PAYMENT,Payment captured pay_DEMO_0337,IMPORTED
led_PAY_0338,2100-PAYMENTS-CLEARING,2026-03-09,INR,3416.42,pay_DEMO_0338,PAYMENT,Payment captured pay_DEMO_0338,IMPORTED
led_PAY_0339,2100-PAYMENTS-CLEARING,2026-03-09,INR,3416.42,pay_DEMO_0339,PAYMENT,Payment captured pay_DEMO_0339,IMPORTED
led_PAY_0340,2100-PAYMENTS-CLEARING,2026-03-09,INR,1220.50,pay_DEMO_0340,PAYMENT,Payment captured pay_DEMO_0340,IMPORTED
